year,month,day,team,total_points_per_game
2019,12,29,Atlanta,18.0
2019,12,29,Buffalo,26.0
2019,12,29,Cleveland,41.0
2019,12,29,Las Vegas,3.0
2019,12,29,LA Chargers,17.0
2019,12,29,NY Giants,14.0
2019,12,29,Pittsburgh,16.0
2019,12,29,Jacksonville,20.0
2019,12,29,NY Jets,34.0
2019,12,29,Chicago,24.0
2019,12,29,Denver,3.0
2019,12,29,Miami,24.0
2019,12,29,Cincinnati,10.0
2019,12,29,Washington,19.0
2019,12,22,Baltimore,41.0
2019,12,22,San Francisco,36.0
2019,12,22,New England,17.0
2019,12,22,Dallas,35.0
2019,12,22,Kansas City,24.0
2019,12,22,Tampa Bay,17.0
2019,12,22,Seattle,27.0
2019,12,22,Minnesota,27.0
2019,12,22,Green Bay,24.0
2019,12,22,Detroit,27.0
2019,12,22,LA Rams,17.0
2019,12,22,Houston,20.0
2019,12,22,New Orleans,34.0
2019,12,22,Philadelphia,10.0
2019,12,22,Carolina,3.0
2019,12,22,Arizona,26.0
2019,12,22,Las Vegas,17.0
2019,12,22,Indianapolis,17.0
2019,12,22,Atlanta,29.0
2019,12,22,Buffalo,37.0
2019,12,22,LA Chargers,17.0
2019,12,22,NY Giants,27.0
2019,12,22,Tennessee,35.0
2019,12,22,Pittsburgh,7.0
2019,12,22,Cleveland,21.0
2019,12,22,Jacksonville,13.0
2019,12,22,Denver,23.0
2019,12,22,Chicago,7.0
2019,12,22,NY Jets,34.0
2019,12,22,Cincinnati,10.0
2019,12,22,Miami,20.0
2019,12,22,Washington,17.0
2019,12,15,Baltimore,49.0
2019,12,15,New England,20.0
2019,12,15,Tampa Bay,30.0
2019,12,15,San Francisco,24.0
2019,12,15,Kansas City,32.0
2019,12,15,Dallas,24.0
2019,12,15,Seattle,27.0
2019,12,15,Houston,26.0
2019,12,15,Minnesota,28.0
2019,12,15,LA Rams,12.0
2019,12,15,Green Bay,24.0
2019,12,15,Carolina,16.0
2019,12,15,Philadelphia,22.0
2019,12,15,Detroit,13.0
2019,12,15,Las Vegas,26.0
2019,12,15,New Orleans,9.0
2019,12,15,Arizona,27.0
2019,12,15,Indianapolis,12.0
2019,12,15,Atlanta,26.0
2019,12,15,LA Chargers,24.0
2019,12,15,NY Giants,27.0
2019,12,15,Tennessee,35.0
2019,12,15,Pittsburgh,7.0
2019,12,15,Jacksonville,3.0
2019,12,15,Buffalo,16.0
2019,12,15,Cleveland,21.0
2019,12,15,Chicago,20.0
2019,12,15,Denver,24.0
2019,12,15,Cincinnati,13.0
2019,12,15,NY Jets,34.0
2019,12,15,Miami,16.0
2019,12,15,Washington,9.0
2019,12,8,Baltimore,37.0
2019,12,8,New England,20.0
2019,12,8,San Francisco,28.0
2019,12,8,Tampa Bay,34.0
2019,12,8,Dallas,37.0
2019,12,8,Kansas City,26.0
2019,12,8,Seattle,40.0
2019,12,8,LA Rams,24.0
2019,12,8,Houston,26.0
2019,12,8,Carolina,30.0
2019,12,8,Minnesota,23.0
2019,12,8,Detroit,24.0
2019,12,8,Green Bay,11.0
2019,12,8,Philadelphia,22.0
2019,12,8,New Orleans,31.0
2019,12,8,Las Vegas,26.0
2019,12,8,Indianapolis,24.0
2019,12,8,Pittsburgh,26.0
2019,12,8,Arizona,25.0
2019,12,8,LA Chargers,24.0
2019,12,8,Atlanta,20.0
2019,12,8,Buffalo,24.0
2019,12,8,NY Giants,18.0
2019,12,8,Jacksonville,3.0
2019,12,8,Cleveland,19.0
2019,12,8,Tennessee,20.0
2019,12,8,Chicago,14.0
2019,12,8,Denver,24.0
2019,12,8,Cincinnati,10.0
2019,12,8,Miami,26.0
2019,12,8,Washington,9.0
2019,12,8,NY Jets,18.0
2019,12,1,New England,27.0
2019,12,1,Baltimore,30.0
2019,12,1,San Francisco,28.0
2019,12,1,Kansas City,24.0
2019,12,1,Tampa Bay,23.0
2019,12,1,Dallas,37.0
2019,12,1,Green Bay,31.0
2019,12,1,LA Rams,24.0
2019,12,1,Houston,27.0
2019,12,1,Minnesota,19.0
2019,12,1,Seattle,27.0
2019,12,1,Detroit,31.0
2019,12,1,Carolina,13.0
2019,12,1,Philadelphia,31.0
2019,12,1,New Orleans,31.0
2019,12,1,Indianapolis,15.0
2019,12,1,Arizona,25.0
2019,12,1,Jacksonville,29.0
2019,12,1,Las Vegas,24.0
2019,12,1,Pittsburgh,27.0
2019,12,1,Atlanta,20.0
2019,12,1,NY Giants,26.0
2019,12,1,LA Chargers,17.0
2019,12,1,Buffalo,13.0
2019,12,1,Cleveland,13.0
2019,12,1,Tennessee,27.0
2019,12,1,Chicago,16.0
2019,12,1,Denver,13.0
2019,12,1,Cincinnati,10.0
2019,12,1,Washington,9.0
2019,12,1,NY Jets,15.0
2019,12,1,Miami,14.0
2019,11,24,Baltimore,41.0
2019,11,24,San Francisco,36.0
2019,11,24,New England,17.0
2019,11,24,Dallas,35.0
2019,11,24,Kansas City,24.0
2019,11,24,Tampa Bay,17.0
2019,11,24,Seattle,27.0
2019,11,24,Minnesota,27.0
2019,11,24,Green Bay,24.0
2019,11,24,Detroit,27.0
2019,11,24,LA Rams,17.0
2019,11,24,Houston,20.0
2019,11,24,New Orleans,34.0
2019,11,24,Philadelphia,10.0
2019,11,24,Carolina,3.0
2019,11,24,Arizona,26.0
2019,11,24,Las Vegas,17.0
2019,11,24,Indianapolis,17.0
2019,11,24,Atlanta,29.0
2019,11,24,Buffalo,37.0
2019,11,24,LA Chargers,17.0
2019,11,24,NY Giants,27.0
2019,11,24,Tennessee,35.0
2019,11,24,Pittsburgh,7.0
2019,11,24,Cleveland,21.0
2019,11,24,Jacksonville,13.0
2019,11,24,Denver,23.0
2019,11,24,Chicago,7.0
2019,11,24,NY Jets,34.0
2019,11,24,Cincinnati,10.0
2019,11,24,Miami,20.0
2019,11,24,Washington,17.0
2019,11,17,Baltimore,49.0
2019,11,17,New England,20.0
2019,11,17,Tampa Bay,30.0
2019,11,17,San Francisco,24.0
2019,11,17,Kansas City,32.0
2019,11,17,Dallas,24.0
2019,11,17,Seattle,27.0
2019,11,17,Houston,26.0
2019,11,17,Minnesota,28.0
2019,11,17,LA Rams,12.0
2019,11,17,Green Bay,24.0
2019,11,17,Carolina,16.0
2019,11,17,Philadelphia,22.0
2019,11,17,Detroit,13.0
2019,11,17,Las Vegas,26.0
2019,11,17,New Orleans,9.0
2019,11,17,Arizona,27.0
2019,11,17,Indianapolis,12.0
2019,11,17,Atlanta,26.0
2019,11,17,LA Chargers,24.0
2019,11,17,NY Giants,27.0
2019,11,17,Tennessee,35.0
2019,11,17,Pittsburgh,7.0
2019,11,17,Jacksonville,3.0
2019,11,17,Buffalo,16.0
2019,11,17,Cleveland,21.0
2019,11,17,Chicago,20.0
2019,11,17,Denver,24.0
2019,11,17,Cincinnati,13.0
2019,11,17,NY Jets,34.0
2019,11,17,Miami,16.0
2019,11,17,Washington,9.0
2019,11,10,Baltimore,37.0
2019,11,10,New England,20.0
2019,11,10,San Francisco,28.0
2019,11,10,Tampa Bay,34.0
2019,11,10,Dallas,37.0
2019,11,10,Kansas City,26.0
2019,11,10,Seattle,40.0
2019,11,10,LA Rams,24.0
2019,11,10,Houston,26.0
2019,11,10,Carolina,30.0
2019,11,10,Minnesota,23.0
2019,11,10,Detroit,24.0
2019,11,10,Green Bay,11.0
2019,11,10,Philadelphia,22.0
2019,11,10,New Orleans,31.0
2019,11,10,Las Vegas,26.0
2019,11,10,Indianapolis,24.0
2019,11,10,Pittsburgh,26.0
2019,11,10,Arizona,25.0
2019,11,10,LA Chargers,24.0
2019,11,10,Atlanta,20.0
2019,11,10,Buffalo,24.0
2019,11,10,NY Giants,18.0
2019,11,10,Jacksonville,3.0
2019,11,10,Cleveland,19.0
2019,11,10,Tennessee,20.0
2019,11,10,Chicago,14.0
2019,11,10,Denver,24.0
2019,11,10,Cincinnati,10.0
2019,11,10,Miami,26.0
2019,11,10,Washington,9.0
2019,11,10,NY Jets,18.0
2019,11,3,New England,27.0
2019,11,3,Baltimore,30.0
2019,11,3,San Francisco,28.0
2019,11,3,Kansas City,24.0
2019,11,3,Tampa Bay,23.0
2019,11,3,Dallas,37.0
2019,11,3,Green Bay,31.0
2019,11,3,LA Rams,24.0
2019,11,3,Houston,27.0
2019,11,3,Minnesota,19.0
2019,11,3,Seattle,27.0
2019,11,3,Detroit,31.0
2019,11,3,Carolina,13.0
2019,11,3,Philadelphia,31.0
2019,11,3,New Orleans,31.0
2019,11,3,Indianapolis,15.0
2019,11,3,Arizona,25.0
2019,11,3,Jacksonville,29.0
2019,11,3,Las Vegas,24.0
2019,11,3,Pittsburgh,27.0
2019,11,3,Atlanta,20.0
2019,11,3,NY Giants,26.0
2019,11,3,LA Chargers,17.0
2019,11,3,Buffalo,13.0
2019,11,3,Cleveland,13.0
2019,11,3,Tennessee,27.0
2019,11,3,Chicago,16.0
2019,11,3,Denver,13.0
2019,11,3,Cincinnati,10.0
2019,11,3,Washington,9.0
2019,11,3,NY Jets,15.0
2019,11,3,Miami,14.0
2019,10,27,New England,33.0
2019,10,27,Baltimore,30.0
2019,10,27,Kansas City,30.0
2019,10,27,Tampa Bay,26.0
2019,10,27,Carolina,37.0
2019,10,27,Dallas,37.0
2019,10,27,LA Rams,37.0
2019,10,27,Houston,23.0
2019,10,27,Minnesota,19.0
2019,10,27,Green Bay,42.0
2019,10,27,San Francisco,9.0
2019,10,27,Seattle,16.0
2019,10,27,Detroit,30.0
2019,10,27,Philadelphia,10.0
2019,10,27,Indianapolis,30.0
2019,10,27,New Orleans,36.0
2019,10,27,Arizona,27.0
2019,10,27,Las Vegas,24.0
2019,10,27,Atlanta,10.0
2019,10,27,Jacksonville,27.0
2019,10,27,Pittsburgh,24.0
2019,10,27,Buffalo,31.0
2019,10,27,LA Chargers,20.0
2019,10,27,Cleveland,28.0
2019,10,27,NY Giants,21.0
2019,10,27,Chicago,25.0
2019,10,27,Tennessee,23.0
2019,10,27,Cincinnati,17.0
2019,10,27,Denver,6.0
2019,10,27,Washington,9.0
2019,10,27,NY Jets,0.0
2019,10,27,Miami,21.0
2019,10,20,New England,35.0
2019,10,20,Baltimore,23.0
2019,10,20,San Francisco,20.0
2019,10,20,Kansas City,30.0
2019,10,20,Tampa Bay,26.0
2019,10,20,Carolina,37.0
2019,10,20,Seattle,32.0
2019,10,20,Houston,31.0
2019,10,20,Philadelphia,20.0
2019,10,20,Dallas,22.0
2019,10,20,LA Rams,7.0
2019,10,20,Minnesota,38.0
2019,10,20,Detroit,22.0
2019,10,20,Green Bay,23.0
2019,10,20,Indianapolis,19.0
2019,10,20,Atlanta,33.0
2019,10,20,Arizona,34.0
2019,10,20,New Orleans,13.0
2019,10,20,Las Vegas,24.0
2019,10,20,Pittsburgh,24.0
2019,10,20,Cleveland,28.0
2019,10,20,LA Chargers,17.0
2019,10,20,Jacksonville,6.0
2019,10,20,NY Giants,14.0
2019,10,20,Buffalo,14.0
2019,10,20,Chicago,21.0
2019,10,20,Tennessee,0.0
2019,10,20,Cincinnati,17.0
2019,10,20,Denver,6.0
2019,10,20,Washington,17.0
2019,10,20,NY Jets,24.0
2019,10,20,Miami,16.0
2019,10,13,Baltimore,26.0
2019,10,13,San Francisco,31.0
2019,10,13,New England,35.0
2019,10,13,Kansas City,13.0
2019,10,13,Tampa Bay,24.0
2019,10,13,LA Rams,29.0
2019,10,13,Philadelphia,31.0
2019,10,13,Seattle,30.0
2019,10,13,Houston,53.0
2019,10,13,Dallas,24.0
2019,10,13,Carolina,34.0
2019,10,13,Detroit,30.0
2019,10,13,Green Bay,34.0
2019,10,13,New Orleans,31.0
2019,10,13,Indianapolis,19.0
2019,10,13,Minnesota,28.0
2019,10,13,Jacksonville,27.0
2019,10,13,Las Vegas,24.0
2019,10,13,LA Chargers,13.0
2019,10,13,Atlanta,32.0
2019,10,13,Arizona,26.0
2019,10,13,Pittsburgh,23.0
2019,10,13,Tennessee,7.0
2019,10,13,NY Giants,14.0
2019,10,13,Cleveland,3.0
2019,10,13,Buffalo,14.0
2019,10,13,Denver,20.0
2019,10,13,Chicago,21.0
2019,10,13,Cincinnati,23.0
2019,10,13,Washington,7.0
2019,10,13,NY Jets,6.0
2019,10,13,Miami,10.0
2019,10,6,Baltimore,25.0
2019,10,6,Kansas City,34.0
2019,10,6,San Francisco,24.0
2019,10,6,Tampa Bay,55.0
2019,10,6,New England,16.0
2019,10,6,LA Rams,29.0
2019,10,6,Philadelphia,34.0
2019,10,6,Dallas,10.0
2019,10,6,Seattle,30.0
2019,10,6,Detroit,30.0
2019,10,6,Carolina,16.0
2019,10,6,Indianapolis,24.0
2019,10,6,Tennessee,24.0
2019,10,6,LA Chargers,30.0
2019,10,6,Cleveland,40.0
2019,10,6,NY Giants,24.0
2019,10,6,Green Bay,27.0
2019,10,6,Jacksonville,26.0
2019,10,6,New Orleans,12.0
2019,10,6,Minnesota,6.0
2019,10,6,Las Vegas,31.0
2019,10,6,Houston,10.0
2019,10,6,Pittsburgh,27.0
2019,10,6,Buffalo,10.0
2019,10,6,Arizona,10.0
2019,10,6,Denver,24.0
2019,10,6,Atlanta,10.0
2019,10,6,Washington,3.0
2019,10,6,Chicago,16.0
2019,10,6,Cincinnati,3.0
2019,10,6,NY Jets,14.0
2019,10,6,Miami,10.0
2019,9,29,Kansas City,31.0
2019,9,29,LA Rams,3.0
2019,9,29,New Orleans,23.0
2019,9,29,New England,13.0
2019,9,29,Pittsburgh,16.0
2019,9,29,LA Chargers,28.0
2019,9,29,Seattle,22.0
2019,9,29,Indianapolis,13.0
2019,9,29,Atlanta,34.0
2019,9,29,Chicago,15.0
2019,9,29,Tampa Bay,32.0
2019,9,29,Houston,7.0
2019,9,29,Baltimore,17.0
2019,9,29,Carolina,33.0
2019,9,29,Green Bay,0.0
2019,9,29,NY Giants,35.0
2019,9,29,Cincinnati,13.0
2019,9,29,Minnesota,10.0
2019,9,29,Cleveland,24.0
2019,9,29,Philadelphia,14.0
2019,9,29,Dallas,22.0
2019,9,29,San Francisco,32.0
2019,9,29,NY Jets,3.0
2019,9,29,Denver,9.0
2019,9,29,Detroit,31.0
2019,9,29,Miami,17.0
2019,9,29,Tennessee,17.0
2019,9,29,Las Vegas,3.0
2019,9,29,Washington,0.0
2019,9,29,Buffalo,42.0
2019,9,29,Jacksonville,3.0
2019,9,29,Arizona,24.0
2019,9,22,Kansas City,31.0
2019,9,22,LA Rams,3.0
2019,9,22,New Orleans,23.0
2019,9,22,New England,13.0
2019,9,22,Pittsburgh,16.0
2019,9,22,LA Chargers,28.0
2019,9,22,Seattle,22.0
2019,9,22,Indianapolis,13.0
2019,9,22,Atlanta,34.0
2019,9,22,Chicago,15.0
2019,9,22,Tampa Bay,32.0
2019,9,22,Houston,7.0
2019,9,22,Baltimore,17.0
2019,9,22,Carolina,33.0
2019,9,22,Green Bay,0.0
2019,9,22,NY Giants,35.0
2019,9,22,Cincinnati,13.0
2019,9,22,Minnesota,10.0
2019,9,22,Cleveland,24.0
2019,9,22,Philadelphia,14.0
2019,9,22,Dallas,22.0
2019,9,22,San Francisco,32.0
2019,9,22,NY Jets,3.0
2019,9,22,Denver,9.0
2019,9,22,Detroit,31.0
2019,9,22,Miami,17.0
2019,9,22,Tennessee,17.0
2019,9,22,Las Vegas,3.0
2019,9,22,Washington,0.0
2019,9,22,Buffalo,42.0
2019,9,22,Jacksonville,3.0
2019,9,22,Arizona,24.0
2019,9,15,Kansas City,31.0
2019,9,15,LA Rams,3.0
2019,9,15,New Orleans,23.0
2019,9,15,New England,13.0
2019,9,15,Pittsburgh,16.0
2019,9,15,LA Chargers,28.0
2019,9,15,Seattle,22.0
2019,9,15,Indianapolis,13.0
2019,9,15,Atlanta,34.0
2019,9,15,Chicago,15.0
2019,9,15,Tampa Bay,32.0
2019,9,15,Houston,7.0
2019,9,15,Baltimore,17.0
2019,9,15,Carolina,33.0
2019,9,15,Green Bay,0.0
2019,9,15,NY Giants,35.0
2019,9,15,Cincinnati,13.0
2019,9,15,Minnesota,10.0
2019,9,15,Cleveland,24.0
2019,9,15,Philadelphia,14.0
2019,9,15,Dallas,22.0
2019,9,15,San Francisco,32.0
2019,9,15,NY Jets,3.0
2019,9,15,Denver,9.0
2019,9,15,Detroit,31.0
2019,9,15,Miami,17.0
2019,9,15,Tennessee,17.0
2019,9,15,Las Vegas,3.0
2019,9,15,Washington,0.0
2019,9,15,Buffalo,42.0
2019,9,15,Jacksonville,3.0
2019,9,15,Arizona,24.0
2019,9,8,Kansas City,31.0
2019,9,8,LA Rams,3.0
2019,9,8,New Orleans,23.0
2019,9,8,New England,13.0
2019,9,8,Pittsburgh,16.0
2019,9,8,LA Chargers,28.0
2019,9,8,Seattle,22.0
2019,9,8,Indianapolis,13.0
2019,9,8,Atlanta,34.0
2019,9,8,Chicago,15.0
2019,9,8,Tampa Bay,32.0
2019,9,8,Houston,7.0
2019,9,8,Baltimore,17.0
2019,9,8,Carolina,33.0
2019,9,8,Green Bay,0.0
2019,9,8,NY Giants,35.0
2019,9,8,Cincinnati,13.0
2019,9,8,Minnesota,10.0
2019,9,8,Cleveland,24.0
2019,9,8,Philadelphia,14.0
2019,9,8,Dallas,22.0
2019,9,8,San Francisco,32.0
2019,9,8,NY Jets,3.0
2019,9,8,Denver,9.0
2019,9,8,Detroit,31.0
2019,9,8,Miami,17.0
2019,9,8,Tennessee,17.0
2019,9,8,Las Vegas,3.0
2019,9,8,Washington,0.0
2019,9,8,Buffalo,42.0
2019,9,8,Jacksonville,3.0
2019,9,8,Arizona,24.0
2019,9,1,Kansas City,31.0
2019,9,1,LA Rams,3.0
2019,9,1,New Orleans,23.0
2019,9,1,New England,13.0
2019,9,1,Pittsburgh,16.0
2019,9,1,LA Chargers,28.0
2019,9,1,Seattle,22.0
2019,9,1,Indianapolis,13.0
2019,9,1,Atlanta,34.0
2019,9,1,Chicago,15.0
2019,9,1,Tampa Bay,32.0
2019,9,1,Houston,7.0
2019,9,1,Baltimore,17.0
2019,9,1,Carolina,33.0
2019,9,1,Green Bay,0.0
2019,9,1,NY Giants,35.0
2019,9,1,Cincinnati,13.0
2019,9,1,Minnesota,10.0
2019,9,1,Cleveland,24.0
2019,9,1,Philadelphia,14.0
2019,9,1,Dallas,22.0
2019,9,1,San Francisco,32.0
2019,9,1,NY Jets,3.0
2019,9,1,Denver,9.0
2019,9,1,Detroit,31.0
2019,9,1,Miami,17.0
2019,9,1,Tennessee,17.0
2019,9,1,Las Vegas,3.0
2019,9,1,Washington,0.0
2019,9,1,Buffalo,42.0
2019,9,1,Jacksonville,3.0
2019,9,1,Arizona,24.0
2019,2,24,Kansas City,31.0
2019,2,24,LA Rams,3.0
2019,2,24,New Orleans,23.0
2019,2,24,New England,13.0
2019,2,24,Pittsburgh,16.0
2019,2,24,LA Chargers,28.0
2019,2,24,Seattle,22.0
2019,2,24,Indianapolis,13.0
2019,2,24,Atlanta,34.0
2019,2,24,Chicago,15.0
2019,2,24,Tampa Bay,32.0
2019,2,24,Houston,7.0
2019,2,24,Baltimore,17.0
2019,2,24,Carolina,33.0
2019,2,24,Green Bay,0.0
2019,2,24,NY Giants,35.0
2019,2,24,Cincinnati,13.0
2019,2,24,Minnesota,10.0
2019,2,24,Cleveland,24.0
2019,2,24,Philadelphia,14.0
2019,2,24,Dallas,22.0
2019,2,24,San Francisco,32.0
2019,2,24,NY Jets,3.0
2019,2,24,Denver,9.0
2019,2,24,Detroit,31.0
2019,2,24,Miami,17.0
2019,2,24,Tennessee,17.0
2019,2,24,Las Vegas,3.0
2019,2,24,Washington,0.0
2019,2,24,Buffalo,42.0
2019,2,24,Jacksonville,3.0
2019,2,24,Arizona,24.0
2019,2,17,Kansas City,31.0
2019,2,17,LA Rams,3.0
2019,2,17,New Orleans,23.0
2019,2,17,New England,13.0
2019,2,17,Pittsburgh,16.0
2019,2,17,LA Chargers,28.0
2019,2,17,Seattle,22.0
2019,2,17,Indianapolis,13.0
2019,2,17,Atlanta,34.0
2019,2,17,Chicago,15.0
2019,2,17,Tampa Bay,32.0
2019,2,17,Houston,7.0
2019,2,17,Baltimore,17.0
2019,2,17,Carolina,33.0
2019,2,17,Green Bay,0.0
2019,2,17,NY Giants,35.0
2019,2,17,Cincinnati,13.0
2019,2,17,Minnesota,10.0
2019,2,17,Cleveland,24.0
2019,2,17,Philadelphia,14.0
2019,2,17,Dallas,22.0
2019,2,17,San Francisco,32.0
2019,2,17,NY Jets,3.0
2019,2,17,Denver,9.0
2019,2,17,Detroit,31.0
2019,2,17,Miami,17.0
2019,2,17,Tennessee,17.0
2019,2,17,Las Vegas,3.0
2019,2,17,Washington,0.0
2019,2,17,Buffalo,42.0
2019,2,17,Jacksonville,3.0
2019,2,17,Arizona,24.0
2019,2,10,Kansas City,31.0
2019,2,10,LA Rams,3.0
2019,2,10,New Orleans,23.0
2019,2,10,New England,13.0
2019,2,10,Pittsburgh,16.0
2019,2,10,LA Chargers,28.0
2019,2,10,Seattle,22.0
2019,2,10,Indianapolis,13.0
2019,2,10,Atlanta,34.0
2019,2,10,Chicago,15.0
2019,2,10,Tampa Bay,32.0
2019,2,10,Houston,7.0
2019,2,10,Baltimore,17.0
2019,2,10,Carolina,33.0
2019,2,10,Green Bay,0.0
2019,2,10,NY Giants,35.0
2019,2,10,Cincinnati,13.0
2019,2,10,Minnesota,10.0
2019,2,10,Cleveland,24.0
2019,2,10,Philadelphia,14.0
2019,2,10,Dallas,22.0
2019,2,10,San Francisco,32.0
2019,2,10,NY Jets,3.0
2019,2,10,Denver,9.0
2019,2,10,Detroit,31.0
2019,2,10,Miami,17.0
2019,2,10,Tennessee,17.0
2019,2,10,Las Vegas,3.0
2019,2,10,Washington,0.0
2019,2,10,Buffalo,42.0
2019,2,10,Jacksonville,3.0
2019,2,10,Arizona,24.0
2019,2,3,Kansas City,31.0
2019,2,3,LA Rams,26.0
2019,2,3,New Orleans,23.0
2019,2,3,New England,37.0
2019,2,3,Pittsburgh,16.0
2019,2,3,LA Chargers,28.0
2019,2,3,Seattle,22.0
2019,2,3,Indianapolis,13.0
2019,2,3,Atlanta,34.0
2019,2,3,Chicago,15.0
2019,2,3,Tampa Bay,32.0
2019,2,3,Houston,7.0
2019,2,3,Baltimore,17.0
2019,2,3,Carolina,33.0
2019,2,3,Green Bay,0.0
2019,2,3,NY Giants,35.0
2019,2,3,Cincinnati,13.0
2019,2,3,Minnesota,10.0
2019,2,3,Cleveland,24.0
2019,2,3,Philadelphia,14.0
2019,2,3,Dallas,22.0
2019,2,3,San Francisco,32.0
2019,2,3,NY Jets,3.0
2019,2,3,Denver,9.0
2019,2,3,Detroit,31.0
2019,2,3,Miami,17.0
2019,2,3,Tennessee,17.0
2019,2,3,Las Vegas,3.0
2019,2,3,Washington,0.0
2019,2,3,Buffalo,42.0
2019,2,3,Jacksonville,3.0
2019,2,3,Arizona,24.0
2019,1,27,Kansas City,31.0
2019,1,27,LA Rams,26.0
2019,1,27,New Orleans,23.0
2019,1,27,New England,37.0
2019,1,27,Pittsburgh,16.0
2019,1,27,LA Chargers,28.0
2019,1,27,Seattle,22.0
2019,1,27,Indianapolis,13.0
2019,1,27,Atlanta,34.0
2019,1,27,Chicago,15.0
2019,1,27,Tampa Bay,32.0
2019,1,27,Houston,7.0
2019,1,27,Baltimore,17.0
2019,1,27,Carolina,33.0
2019,1,27,Green Bay,0.0
2019,1,27,NY Giants,35.0
2019,1,27,Cincinnati,13.0
2019,1,27,Minnesota,10.0
2019,1,27,Cleveland,24.0
2019,1,27,Philadelphia,14.0
2019,1,27,Dallas,22.0
2019,1,27,San Francisco,32.0
2019,1,27,NY Jets,3.0
2019,1,27,Denver,9.0
2019,1,27,Detroit,31.0
2019,1,27,Miami,17.0
2019,1,27,Tennessee,17.0
2019,1,27,Las Vegas,3.0
2019,1,27,Washington,0.0
2019,1,27,Buffalo,42.0
2019,1,27,Jacksonville,3.0
2019,1,27,Arizona,24.0
2019,1,20,Kansas City,31.0
2019,1,20,LA Rams,30.0
2019,1,20,New Orleans,20.0
2019,1,20,New England,41.0
2019,1,20,Pittsburgh,16.0
2019,1,20,LA Chargers,28.0
2019,1,20,Seattle,22.0
2019,1,20,Indianapolis,13.0
2019,1,20,Atlanta,34.0
2019,1,20,Chicago,15.0
2019,1,20,Tampa Bay,32.0
2019,1,20,Houston,7.0
2019,1,20,Baltimore,17.0
2019,1,20,Carolina,33.0
2019,1,20,Green Bay,0.0
2019,1,20,NY Giants,35.0
2019,1,20,Cincinnati,13.0
2019,1,20,Minnesota,10.0
2019,1,20,Cleveland,24.0
2019,1,20,Philadelphia,14.0
2019,1,20,Dallas,22.0
2019,1,20,San Francisco,32.0
2019,1,20,NY Jets,3.0
2019,1,20,Denver,9.0
2019,1,20,Detroit,31.0
2019,1,20,Miami,17.0
2019,1,20,Tennessee,17.0
2019,1,20,Las Vegas,3.0
2019,1,20,Washington,0.0
2019,1,20,Buffalo,42.0
2019,1,20,Jacksonville,3.0
2019,1,20,Arizona,24.0
2019,1,13,Kansas City,31.0
2019,1,13,LA Rams,30.0
2019,1,13,New Orleans,14.0
2019,1,13,New England,38.0
2019,1,13,Pittsburgh,16.0
2019,1,13,LA Chargers,23.0
2019,1,13,Seattle,22.0
2019,1,13,Indianapolis,13.0
2019,1,13,Atlanta,34.0
2019,1,13,Chicago,15.0
2019,1,13,Tampa Bay,32.0
2019,1,13,Houston,7.0
2019,1,13,Baltimore,17.0
2019,1,13,Green Bay,0.0
2019,1,13,Carolina,33.0
2019,1,13,NY Giants,35.0
2019,1,13,Cincinnati,13.0
2019,1,13,Philadelphia,16.0
2019,1,13,Minnesota,10.0
2019,1,13,Cleveland,24.0
2019,1,13,Dallas,22.0
2019,1,13,San Francisco,32.0
2019,1,13,NY Jets,3.0
2019,1,13,Denver,9.0
2019,1,13,Detroit,31.0
2019,1,13,Miami,17.0
2019,1,13,Tennessee,17.0
2019,1,13,Las Vegas,3.0
2019,1,13,Washington,0.0
2019,1,13,Buffalo,42.0
2019,1,13,Jacksonville,3.0
2019,1,13,Arizona,24.0
2019,1,6,Kansas City,35.0
2019,1,6,LA Rams,48.0
2019,1,6,New Orleans,14.0
2019,1,6,New England,38.0
2019,1,6,Pittsburgh,16.0
2019,1,6,LA Chargers,23.0
2019,1,6,Indianapolis,21.0
2019,1,6,Seattle,22.0
2019,1,6,Chicago,24.0
2019,1,6,Atlanta,34.0
2019,1,6,Tampa Bay,32.0
2019,1,6,Baltimore,26.0
2019,1,6,Houston,7.0
2019,1,6,Green Bay,0.0
2019,1,6,Carolina,33.0
2019,1,6,NY Giants,35.0
2019,1,6,Cincinnati,13.0
2019,1,6,Philadelphia,24.0
2019,1,6,Minnesota,10.0
2019,1,6,Cleveland,24.0
2019,1,6,San Francisco,32.0
2019,1,6,Dallas,24.0
2019,1,6,NY Jets,3.0
2019,1,6,Denver,9.0
2019,1,6,Detroit,31.0
2019,1,6,Miami,17.0
2019,1,6,Tennessee,17.0
2019,1,6,Las Vegas,3.0
2019,1,6,Washington,0.0
2019,1,6,Buffalo,42.0
2019,1,6,Jacksonville,3.0
2019,1,6,Arizona,24.0
2018,12,30,Kansas City,51.0
2018,12,30,LA Rams,54.0
2018,12,30,New Orleans,10.0
2018,12,30,Indianapolis,27.0
2018,12,30,Chicago,23.0
2018,12,30,Pittsburgh,17.0
2018,12,30,LA Chargers,45.0
2018,12,30,New England,27.0
2018,12,30,Tampa Bay,27.0
2018,12,30,Carolina,27.0
2018,12,30,Atlanta,17.0
2018,12,30,Seattle,30.0
2018,12,30,Cincinnati,20.0
2018,12,30,Houston,34.0
2018,12,30,Baltimore,34.0
2018,12,30,Minnesota,24.0
2018,12,30,Green Bay,17.0
2018,12,30,Cleveland,35.0
2018,12,30,Denver,24.0
